Domain,Group,Field,numpub
Life Sciences,Neuroscience,Developmental Neuroscience,9
Life Sciences,Neuroscience,Endocrine and Autonomic Systems,15
Life Sciences,Neuroscience,Neurology,16
Life Sciences,Neuroscience,Sensory Systems,1
Life Sciences,"Pharmacology, Toxicology and Pharmaceutics",Pharmaceutical Science,1
Life Sciences,"Pharmacology, Toxicology and Pharmaceutics",Pharmacology,6
Physical Sciences,Chemical Engineering,Bioengineering,2
Physical Sciences,Chemical Engineering,Catalysis,4
Physical Sciences,Chemical Engineering,Fluid Flow and Transfer Processes,2
Physical Sciences,Chemistry,Analytical Chemistry,2
Physical Sciences,Chemistry,Electrochemistry,2
Physical Sciences,Chemistry,Inorganic Chemistry,4
Physical Sciences,Chemistry,Organic Chemistry,22
Physical Sciences,Chemistry,Physical and Theoretical Chemistry,5
Physical Sciences,Chemistry,Spectroscopy,26
Physical Sciences,Computer Science,Artificial Intelligence,60
Physical Sciences,Computer Science,Computational Theory and Mathematics,10
Physical Sciences,Computer Science,Computer Networks and Communications,39
Physical Sciences,Computer Science,Computer Science Applications,13
Physical Sciences,Computer Science,Computer Vision and Pattern Recognition,37
Physical Sciences,Computer Science,Hardware and Architecture,24
Physical Sciences,Computer Science,Human-Computer Interaction,3
Physical Sciences,Computer Science,Information Systems,41
Physical Sciences,Computer Science,Signal Processing,17
Physical Sciences,Computer Science,Software,4
Physical Sciences,Earth and Planetary Sciences,Atmospheric Science,28
Physical Sciences,Earth and Planetary Sciences,Earth-Surface Processes,1
Physical Sciences,Earth and Planetary Sciences,Geochemistry and Petrology,2
Physical Sciences,Earth and Planetary Sciences,Geology,2
Physical Sciences,Earth and Planetary Sciences,Geophysics,2
Physical Sciences,Earth and Planetary Sciences,Oceanography,20
Physical Sciences,Earth and Planetary Sciences,Paleontology,4
Physical Sciences,Energy,Fuel Technology,1
Physical Sciences,Energy,"Renewable Energy, Sustainability and the Environment",9
Physical Sciences,Engineering,Aerospace Engineering,36
Physical Sciences,Engineering,Architecture,9
Physical Sciences,Engineering,Automotive Engineering,21
Physical Sciences,Engineering,Biomedical Engineering,116
Physical Sciences,Engineering,Building and Construction,17
Physical Sciences,Engineering,Civil and Structural Engineering,29
Physical Sciences,Engineering,Computational Mechanics,32
Physical Sciences,Engineering,Control and Systems Engineering,39
Physical Sciences,Engineering,Electrical and Electronic Engineering,101
Physical Sciences,Engineering,Mechanical Engineering,36
Physical Sciences,Engineering,Mechanics of Materials,22
Physical Sciences,Engineering,Media Technology,14
Physical Sciences,Engineering,Ocean Engineering,12
Physical Sciences,Engineering,"Safety, Risk, Reliability and Quality",9
Physical Sciences,Environmental Science,Ecological Modeling,2
Physical Sciences,Environmental Science,Ecology,24
Physical Sciences,Environmental Science,Environmental Chemistry,3
Physical Sciences,Environmental Science,Environmental Engineering,14
Physical Sciences,Environmental Science,Global and Planetary Change,40
Physical Sciences,Environmental Science,"Health, Toxicology and Mutagenesis",9
Physical Sciences,Environmental Science,Industrial and Manufacturing Engineering,9
Physical Sciences,Environmental Science,"Management, Monitoring, Policy and Law",11
Physical Sciences,Environmental Science,Nature and Landscape Conservation,14
Physical Sciences,Environmental Science,Pollution,3
Physical Sciences,Environmental Science,Water Science and Technology,12
Physical Sciences,Materials Science,Biomaterials,26
Physical Sciences,Materials Science,Ceramics and Composites,8
Physical Sciences,Materials Science,"Electronic, Optical and Magnetic Materials",22
Physical Sciences,Materials Science,General Materials Science,2
Physical Sciences,Materials Science,Materials Chemistry,106
Physical Sciences,Materials Science,Metals and Alloys,10
Physical Sciences,Materials Science,Polymers and Plastics,2
Physical Sciences,Materials Science,"Surfaces, Coatings and Films",4
Physical Sciences,Mathematics,Algebra and Number Theory,9
Physical Sciences,Mathematics,Applied Mathematics,11
Physical Sciences,Mathematics,Discrete Mathematics and Combinatorics,4
Physical Sciences,Mathematics,Geometry and Topology,32
Physical Sciences,Mathematics,Mathematical Physics,13
Physical Sciences,Mathematics,Statistics and Probability,24
Physical Sciences,Mathematics,Theoretical Computer Science,3
Physical Sciences,Physics and Astronomy,Astronomy and Astrophysics,204
Physical Sciences,Physics and Astronomy,"Atomic and Molecular Physics, and Optics",73
Physical Sciences,Physics and Astronomy,Condensed Matter Physics,11
Physical Sciences,Physics and Astronomy,Instrumentation,3
Physical Sciences,Physics and Astronomy,Nuclear and High Energy Physics,48
Physical Sciences,Physics and Astronomy,Radiation,21
Physical Sciences,Physics and Astronomy,Statistical and Nonlinear Physics,8
Social Sciences,Arts and Humanities,Archeology,10
Social Sciences,Arts and Humanities,Classics,4
Social Sciences,Arts and Humanities,Conservation,4
Social Sciences,Arts and Humanities,History,28
Social Sciences,Arts and Humanities,History and Philosophy of Science,17
Social Sciences,Arts and Humanities,Language and Linguistics,10
Social Sciences,Arts and Humanities,Literature and Literary Theory,24
Social Sciences,Arts and Humanities,Museology,2
Social Sciences,Arts and Humanities,Music,10
Social Sciences,Arts and Humanities,Philosophy,32
Social Sciences,Arts and Humanities,Religious studies,7
Social Sciences,Arts and Humanities,Visual Arts and Performing Arts,14
Social Sciences,"Business, Management and Accounting",Accounting,30
Social Sciences,"Business, Management and Accounting",Management Information Systems,6
Social Sciences,"Business, Management and Accounting",Management of Technology and Innovation,8
Social Sciences,"Business, Management and Accounting",Marketing,15
Social Sciences,"Business, Management and Accounting",Organizational Behavior and Human Resource Management,13
Social Sciences,"Business, Management and Accounting",Strategy and Management,27
Social Sciences,"Business, Management and Accounting","Tourism, Leisure and Hospitality Management",1
Social Sciences,Decision Sciences,General Decision Sciences,9
Social Sciences,Decision Sciences,Information Systems and Management,20
Social Sciences,Decision Sciences,Management Science and Operations Research,32
Social Sciences,Decision Sciences,"Statistics, Probability and Uncertainty",19
Social Sciences,"Economics, Econometrics and Finance",Economics and Econometrics,100
Social Sciences,"Economics, Econometrics and Finance",Finance,28
Social Sciences,"Economics, Econometrics and Finance","General Economics, Econometrics and Finance",13
Social Sciences,Psychology,Applied Psychology,11
Social Sciences,Psychology,Clinical Psychology,67
Social Sciences,Psychology,Developmental and Educational Psychology,53
Social Sciences,Psychology,Experimental and Cognitive Psychology,47
Social Sciences,Psychology,General Psychology,2
Social Sciences,Psychology,Neuropsychology and Physiological Psychology,3
Social Sciences,Psychology,Social Psychology,82
Social Sciences,Social Sciences,Anthropology,27
Social Sciences,Social Sciences,Communication,10
Social Sciences,Social Sciences,Cultural Studies,12
Social Sciences,Social Sciences,Demography,20
Social Sciences,Social Sciences,Development,5
Social Sciences,Social Sciences,Education,166
Social Sciences,Social Sciences,Gender Studies,25
Social Sciences,Social Sciences,General Social Sciences,1
Social Sciences,Social Sciences,"Geography, Planning and Development",4
Social Sciences,Social Sciences,Health,26
Social Sciences,Social Sciences,Law,28
Social Sciences,Social Sciences,Linguistics and Language,7
Social Sciences,Social Sciences,Political Science and International Relations,132
Social Sciences,Social Sciences,Public Administration,2
Social Sciences,Social Sciences,Safety Research,19
Social Sciences,Social Sciences,Sociology and Political Science,177
Social Sciences,Social Sciences,Transportation,4
Social Sciences,Social Sciences,Urban Studies,2
