Domain,Group,Field,numpub
Social Sciences,"Business, Management and Accounting",Accounting,41
Social Sciences,"Business, Management and Accounting",Business and International Management,1
Social Sciences,"Business, Management and Accounting",Management Information Systems,17
Social Sciences,"Business, Management and Accounting",Management of Technology and Innovation,13
Social Sciences,"Business, Management and Accounting",Marketing,23
Social Sciences,"Business, Management and Accounting",Organizational Behavior and Human Resource Management,16
Social Sciences,"Business, Management and Accounting",Strategy and Management,40
Social Sciences,"Business, Management and Accounting","Tourism, Leisure and Hospitality Management",5
Social Sciences,Decision Sciences,General Decision Sciences,4
Social Sciences,Decision Sciences,Information Systems and Management,46
Social Sciences,Decision Sciences,Management Science and Operations Research,60
Social Sciences,Decision Sciences,"Statistics, Probability and Uncertainty",19
Social Sciences,"Economics, Econometrics and Finance",Economics and Econometrics,129
Social Sciences,"Economics, Econometrics and Finance",Finance,40
Social Sciences,"Economics, Econometrics and Finance","General Economics, Econometrics and Finance",22
Social Sciences,Psychology,Applied Psychology,20
Social Sciences,Psychology,Clinical Psychology,76
Social Sciences,Psychology,Developmental and Educational Psychology,36
Social Sciences,Psychology,Experimental and Cognitive Psychology,60
Social Sciences,Psychology,Neuropsychology and Physiological Psychology,2
Social Sciences,Psychology,Social Psychology,106
Social Sciences,Social Sciences,Anthropology,32
Social Sciences,Social Sciences,Archeology,1
Social Sciences,Social Sciences,Communication,25
Social Sciences,Social Sciences,Cultural Studies,10
Social Sciences,Social Sciences,Demography,16
Social Sciences,Social Sciences,Development,7
Social Sciences,Social Sciences,Education,119
Social Sciences,Social Sciences,Gender Studies,39
Social Sciences,Social Sciences,General Social Sciences,5
Social Sciences,Social Sciences,"Geography, Planning and Development",7
Social Sciences,Social Sciences,Health,42
Social Sciences,Social Sciences,Law,34
Social Sciences,Social Sciences,Linguistics and Language,5
Social Sciences,Social Sciences,Political Science and International Relations,111
Social Sciences,Social Sciences,Public Administration,2
Social Sciences,Social Sciences,Safety Research,48
Social Sciences,Social Sciences,Sociology and Political Science,213
Social Sciences,Social Sciences,Transportation,11
Social Sciences,Social Sciences,Urban Studies,6
