Domain,Group,Field,numpub
Life Sciences,Neuroscience,Biological Psychiatry,5
Life Sciences,Neuroscience,Cellular and Molecular Neuroscience,44
Life Sciences,Neuroscience,Cognitive Neuroscience,121
Life Sciences,Neuroscience,Developmental Neuroscience,5
Life Sciences,Neuroscience,Endocrine and Autonomic Systems,33
Life Sciences,Neuroscience,Neurology,32
Life Sciences,Neuroscience,Sensory Systems,7
Life Sciences,"Pharmacology, Toxicology and Pharmaceutics",Pharmaceutical Science,2
Life Sciences,"Pharmacology, Toxicology and Pharmaceutics",Pharmacology,7
Life Sciences,"Pharmacology, Toxicology and Pharmaceutics",Toxicology,2
Physical Sciences,Chemical Engineering,Bioengineering,1
Physical Sciences,Chemical Engineering,Catalysis,2
Physical Sciences,Chemical Engineering,Chemical Health and Safety,1
Physical Sciences,Chemical Engineering,Fluid Flow and Transfer Processes,2
Physical Sciences,Chemistry,Analytical Chemistry,1
Physical Sciences,Chemistry,Electrochemistry,2
Physical Sciences,Chemistry,Inorganic Chemistry,8
Physical Sciences,Chemistry,Organic Chemistry,18
Physical Sciences,Chemistry,Physical and Theoretical Chemistry,3
Physical Sciences,Chemistry,Spectroscopy,19
Physical Sciences,Computer Science,Artificial Intelligence,163
Physical Sciences,Computer Science,Computational Theory and Mathematics,11
Physical Sciences,Computer Science,Computer Graphics and Computer-Aided Design,1
Physical Sciences,Computer Science,Computer Networks and Communications,49
Physical Sciences,Computer Science,Computer Science Applications,22
Physical Sciences,Computer Science,Computer Vision and Pattern Recognition,42
Physical Sciences,Computer Science,Hardware and Architecture,6
Physical Sciences,Computer Science,Human-Computer Interaction,15
Physical Sciences,Computer Science,Information Systems,41
Physical Sciences,Computer Science,Signal Processing,15
Physical Sciences,Computer Science,Software,5
Physical Sciences,Earth and Planetary Sciences,Atmospheric Science,42
Physical Sciences,Earth and Planetary Sciences,Earth-Surface Processes,4
Physical Sciences,Earth and Planetary Sciences,Geochemistry and Petrology,2
Physical Sciences,Earth and Planetary Sciences,Geology,2
Physical Sciences,Earth and Planetary Sciences,Geophysics,5
Physical Sciences,Earth and Planetary Sciences,Oceanography,18
Physical Sciences,Earth and Planetary Sciences,Paleontology,1
Physical Sciences,Energy,General Energy,1
Physical Sciences,Energy,"Renewable Energy, Sustainability and the Environment",20
Physical Sciences,Engineering,Aerospace Engineering,26
Physical Sciences,Engineering,Architecture,3
Physical Sciences,Engineering,Automotive Engineering,18
Physical Sciences,Engineering,Biomedical Engineering,137
Physical Sciences,Engineering,Building and Construction,16
Physical Sciences,Engineering,Civil and Structural Engineering,21
Physical Sciences,Engineering,Computational Mechanics,21
Physical Sciences,Engineering,Control and Systems Engineering,29
Physical Sciences,Engineering,Electrical and Electronic Engineering,109
Physical Sciences,Engineering,Industrial and Manufacturing Engineering,14
Physical Sciences,Engineering,Mechanical Engineering,61
Physical Sciences,Engineering,Mechanics of Materials,12
Physical Sciences,Engineering,Media Technology,35
Physical Sciences,Engineering,Ocean Engineering,13
Physical Sciences,Engineering,"Safety, Risk, Reliability and Quality",6
Physical Sciences,Environmental Science,Ecological Modeling,2
Physical Sciences,Environmental Science,Ecology,42
Physical Sciences,Environmental Science,Environmental Chemistry,8
Physical Sciences,Environmental Science,Environmental Engineering,20
Physical Sciences,Environmental Science,Global and Planetary Change,49
Physical Sciences,Environmental Science,"Health, Toxicology and Mutagenesis",26
Physical Sciences,Environmental Science,Industrial and Manufacturing Engineering,4
Physical Sciences,Environmental Science,"Management, Monitoring, Policy and Law",7
Physical Sciences,Environmental Science,Nature and Landscape Conservation,6
Physical Sciences,Environmental Science,Pollution,5
Physical Sciences,Environmental Science,Water Science and Technology,27
Physical Sciences,Materials Science,Biomaterials,22
Physical Sciences,Materials Science,Ceramics and Composites,5
Physical Sciences,Materials Science,"Electronic, Optical and Magnetic Materials",17
Physical Sciences,Materials Science,Materials Chemistry,82
Physical Sciences,Materials Science,Metals and Alloys,4
Physical Sciences,Materials Science,Polymers and Plastics,4
Physical Sciences,Materials Science,"Surfaces, Coatings and Films",4
Physical Sciences,Mathematics,Algebra and Number Theory,18
Physical Sciences,Mathematics,Applied Mathematics,5
Physical Sciences,Mathematics,Discrete Mathematics and Combinatorics,4
Physical Sciences,Mathematics,Geometry and Topology,29
Physical Sciences,Mathematics,Mathematical Physics,12
Physical Sciences,Mathematics,Modeling and Simulation,18
Physical Sciences,Mathematics,Statistics and Probability,27
Physical Sciences,Mathematics,Theoretical Computer Science,2
Physical Sciences,Physics and Astronomy,Astronomy and Astrophysics,221
Physical Sciences,Physics and Astronomy,"Atomic and Molecular Physics, and Optics",49
Physical Sciences,Physics and Astronomy,Condensed Matter Physics,12
Physical Sciences,Physics and Astronomy,Instrumentation,11
Physical Sciences,Physics and Astronomy,Nuclear and High Energy Physics,63
Physical Sciences,Physics and Astronomy,Radiation,13
Physical Sciences,Physics and Astronomy,Statistical and Nonlinear Physics,16
Social Sciences,Arts and Humanities,Archeology,5
Social Sciences,Arts and Humanities,Classics,7
Social Sciences,Arts and Humanities,Conservation,1
Social Sciences,Arts and Humanities,General Arts and Humanities,1
Social Sciences,Arts and Humanities,History,19
Social Sciences,Arts and Humanities,History and Philosophy of Science,14
Social Sciences,Arts and Humanities,Language and Linguistics,8
Social Sciences,Arts and Humanities,Literature and Literary Theory,31
Social Sciences,Arts and Humanities,Museology,3
Social Sciences,Arts and Humanities,Music,4
Social Sciences,Arts and Humanities,Philosophy,14
Social Sciences,Arts and Humanities,Religious studies,14
Social Sciences,Arts and Humanities,Visual Arts and Performing Arts,3
Social Sciences,"Business, Management and Accounting",Accounting,24
Social Sciences,"Business, Management and Accounting",Business and International Management,3
Social Sciences,"Business, Management and Accounting",Management Information Systems,13
Social Sciences,"Business, Management and Accounting",Management of Technology and Innovation,7
Social Sciences,"Business, Management and Accounting",Marketing,11
Social Sciences,"Business, Management and Accounting",Organizational Behavior and Human Resource Management,14
Social Sciences,"Business, Management and Accounting",Strategy and Management,33
Social Sciences,Decision Sciences,General Decision Sciences,4
Social Sciences,Decision Sciences,Information Systems and Management,34
Social Sciences,Decision Sciences,Management Science and Operations Research,55
Social Sciences,Decision Sciences,"Statistics, Probability and Uncertainty",10
Social Sciences,"Economics, Econometrics and Finance",Economics and Econometrics,135
Social Sciences,"Economics, Econometrics and Finance",Finance,31
Social Sciences,"Economics, Econometrics and Finance","General Economics, Econometrics and Finance",18
Social Sciences,Psychology,Applied Psychology,15
Social Sciences,Psychology,Clinical Psychology,100
Social Sciences,Psychology,Developmental and Educational Psychology,43
Social Sciences,Psychology,Experimental and Cognitive Psychology,81
Social Sciences,Psychology,General Psychology,1
Social Sciences,Psychology,Neuropsychology and Physiological Psychology,1
Social Sciences,Psychology,Social Psychology,90
Social Sciences,Social Sciences,Anthropology,23
Social Sciences,Social Sciences,Archeology,2
Social Sciences,Social Sciences,Communication,9
Social Sciences,Social Sciences,Cultural Studies,9
Social Sciences,Social Sciences,Demography,17
Social Sciences,Social Sciences,Development,2
Social Sciences,Social Sciences,Education,142
Social Sciences,Social Sciences,Gender Studies,69
Social Sciences,Social Sciences,General Social Sciences,2
Social Sciences,Social Sciences,"Geography, Planning and Development",8
Social Sciences,Social Sciences,Health,26
Social Sciences,Social Sciences,Law,21
Social Sciences,Social Sciences,Linguistics and Language,4
Social Sciences,Social Sciences,Political Science and International Relations,79
Social Sciences,Social Sciences,Public Administration,1
Social Sciences,Social Sciences,Safety Research,41
Social Sciences,Social Sciences,Sociology and Political Science,175
Social Sciences,Social Sciences,Transportation,6
Social Sciences,Social Sciences,Urban Studies,6
