Domain,Group,Field,numpub
Social Sciences,Arts and Humanities,Language and Linguistics,3
Social Sciences,Arts and Humanities,Literature and Literary Theory,36
Social Sciences,Arts and Humanities,Museology,6
Social Sciences,Arts and Humanities,Music,12
Social Sciences,Arts and Humanities,Philosophy,26
Social Sciences,Arts and Humanities,Religious studies,11
Social Sciences,Arts and Humanities,Visual Arts and Performing Arts,3
Social Sciences,"Business, Management and Accounting",Accounting,66
Social Sciences,"Business, Management and Accounting",Management Information Systems,6
Social Sciences,"Business, Management and Accounting",Management of Technology and Innovation,5
Social Sciences,"Business, Management and Accounting",Marketing,23
Social Sciences,"Business, Management and Accounting",Organizational Behavior and Human Resource Management,14
Social Sciences,"Business, Management and Accounting",Strategy and Management,23
Social Sciences,"Business, Management and Accounting","Tourism, Leisure and Hospitality Management",3
Social Sciences,Decision Sciences,General Decision Sciences,6
Social Sciences,Decision Sciences,Information Systems and Management,11
Social Sciences,Decision Sciences,Management Science and Operations Research,28
Social Sciences,Decision Sciences,"Statistics, Probability and Uncertainty",17
Social Sciences,"Economics, Econometrics and Finance",Economics and Econometrics,93
Social Sciences,"Economics, Econometrics and Finance",Finance,50
Social Sciences,"Economics, Econometrics and Finance","General Economics, Econometrics and Finance",21
Social Sciences,Psychology,Applied Psychology,4
Social Sciences,Psychology,Clinical Psychology,42
Social Sciences,Psychology,Developmental and Educational Psychology,34
Social Sciences,Psychology,Experimental and Cognitive Psychology,33
Social Sciences,Psychology,General Psychology,2
Social Sciences,Psychology,Neuropsychology and Physiological Psychology,1
Social Sciences,Psychology,Social Psychology,69
Social Sciences,Social Sciences,Anthropology,34
Social Sciences,Social Sciences,Communication,13
Social Sciences,Social Sciences,Cultural Studies,4
Social Sciences,Social Sciences,Demography,14
Social Sciences,Social Sciences,Development,2
Social Sciences,Social Sciences,Education,75
Social Sciences,Social Sciences,Gender Studies,22
Social Sciences,Social Sciences,General Social Sciences,1
Social Sciences,Social Sciences,"Geography, Planning and Development",1
Social Sciences,Social Sciences,Health,19
Social Sciences,Social Sciences,Human Factors and Ergonomics,1
Social Sciences,Social Sciences,Law,27
Social Sciences,Social Sciences,Library and Information Sciences,2
Social Sciences,Social Sciences,Linguistics and Language,2
Social Sciences,Social Sciences,Political Science and International Relations,118
Social Sciences,Social Sciences,Public Administration,3
Social Sciences,Social Sciences,Safety Research,22
Social Sciences,Social Sciences,Sociology and Political Science,154
Social Sciences,Social Sciences,Transportation,3
Social Sciences,Social Sciences,Urban Studies,4
