Domain,Group,Field,numpub
Physical Sciences,Earth and Planetary Sciences,Oceanography,12
Physical Sciences,Earth and Planetary Sciences,Paleontology,2
Physical Sciences,Earth and Planetary Sciences,Space and Planetary Science,1
Physical Sciences,Energy,General Energy,1
Physical Sciences,Energy,"Renewable Energy, Sustainability and the Environment",12
Physical Sciences,Engineering,Aerospace Engineering,23
Physical Sciences,Engineering,Architecture,5
Physical Sciences,Engineering,Automotive Engineering,12
Physical Sciences,Engineering,Biomedical Engineering,103
Physical Sciences,Engineering,Building and Construction,11
Physical Sciences,Engineering,Civil and Structural Engineering,27
Physical Sciences,Engineering,Computational Mechanics,16
Physical Sciences,Engineering,Control and Systems Engineering,26
Physical Sciences,Engineering,Electrical and Electronic Engineering,89
Physical Sciences,Engineering,Industrial and Manufacturing Engineering,19
Physical Sciences,Engineering,Mechanical Engineering,41
Physical Sciences,Engineering,Mechanics of Materials,16
Physical Sciences,Engineering,Media Technology,19
Physical Sciences,Engineering,Ocean Engineering,8
Physical Sciences,Engineering,"Safety, Risk, Reliability and Quality",6
Physical Sciences,Environmental Science,Ecological Modeling,2
Physical Sciences,Environmental Science,Ecology,26
Physical Sciences,Environmental Science,Environmental Chemistry,8
Physical Sciences,Environmental Science,Environmental Engineering,25
Physical Sciences,Environmental Science,Global and Planetary Change,55
Physical Sciences,Environmental Science,"Health, Toxicology and Mutagenesis",24
Physical Sciences,Environmental Science,Industrial and Manufacturing Engineering,7
Physical Sciences,Environmental Science,"Management, Monitoring, Policy and Law",15
Physical Sciences,Environmental Science,Nature and Landscape Conservation,7
Physical Sciences,Environmental Science,Pollution,6
Physical Sciences,Environmental Science,Water Science and Technology,11
Physical Sciences,Materials Science,Biomaterials,22
Physical Sciences,Materials Science,Ceramics and Composites,7
Physical Sciences,Materials Science,"Electronic, Optical and Magnetic Materials",12
Physical Sciences,Materials Science,General Materials Science,1
Physical Sciences,Materials Science,Materials Chemistry,81
Physical Sciences,Materials Science,Metals and Alloys,3
Physical Sciences,Materials Science,Polymers and Plastics,7
Physical Sciences,Materials Science,"Surfaces, Coatings and Films",1
Physical Sciences,Mathematics,Algebra and Number Theory,11
Physical Sciences,Mathematics,Applied Mathematics,8
Physical Sciences,Mathematics,Computational Mathematics,1
Physical Sciences,Mathematics,Discrete Mathematics and Combinatorics,8
Physical Sciences,Mathematics,Geometry and Topology,26
Physical Sciences,Mathematics,Mathematical Physics,13
Physical Sciences,Mathematics,Modeling and Simulation,9
Physical Sciences,Mathematics,Statistics and Probability,29
Physical Sciences,Mathematics,Theoretical Computer Science,1
Physical Sciences,Physics and Astronomy,Astronomy and Astrophysics,116
Physical Sciences,Physics and Astronomy,"Atomic and Molecular Physics, and Optics",32
Physical Sciences,Physics and Astronomy,Condensed Matter Physics,10
Physical Sciences,Physics and Astronomy,Instrumentation,12
Physical Sciences,Physics and Astronomy,Nuclear and High Energy Physics,42
Physical Sciences,Physics and Astronomy,Radiation,7
Physical Sciences,Physics and Astronomy,Statistical and Nonlinear Physics,23
Social Sciences,Arts and Humanities,Archeology,3
Social Sciences,Arts and Humanities,Classics,3
Social Sciences,Arts and Humanities,Conservation,2
Social Sciences,Arts and Humanities,General Arts and Humanities,1
Social Sciences,Arts and Humanities,History,15
Social Sciences,Arts and Humanities,History and Philosophy of Science,13
Social Sciences,Arts and Humanities,Language and Linguistics,10
Social Sciences,Arts and Humanities,Literature and Literary Theory,19
Social Sciences,Arts and Humanities,Museology,4
Social Sciences,Arts and Humanities,Music,2
Social Sciences,Arts and Humanities,Philosophy,21
Social Sciences,Arts and Humanities,Religious studies,3
Social Sciences,Arts and Humanities,Visual Arts and Performing Arts,4
Social Sciences,"Business, Management and Accounting",Accounting,30
Social Sciences,"Business, Management and Accounting",Business and International Management,3
Social Sciences,"Business, Management and Accounting",Management Information Systems,36
Social Sciences,"Business, Management and Accounting",Management of Technology and Innovation,11
Social Sciences,"Business, Management and Accounting",Marketing,15
Social Sciences,"Business, Management and Accounting",Organizational Behavior and Human Resource Management,15
Social Sciences,"Business, Management and Accounting",Strategy and Management,29
Social Sciences,Decision Sciences,General Decision Sciences,3
Social Sciences,Decision Sciences,Information Systems and Management,18
Social Sciences,Decision Sciences,Management Science and Operations Research,36
Social Sciences,Decision Sciences,"Statistics, Probability and Uncertainty",14
Social Sciences,"Economics, Econometrics and Finance",Economics and Econometrics,96
Social Sciences,"Economics, Econometrics and Finance",Finance,37
Social Sciences,"Economics, Econometrics and Finance","General Economics, Econometrics and Finance",17
Social Sciences,Psychology,Applied Psychology,23
Social Sciences,Psychology,Clinical Psychology,75
Social Sciences,Psychology,Developmental and Educational Psychology,36
Social Sciences,Psychology,Experimental and Cognitive Psychology,55
Social Sciences,Psychology,Neuropsychology and Physiological Psychology,2
Social Sciences,Psychology,Social Psychology,74
Social Sciences,Social Sciences,Anthropology,10
Social Sciences,Social Sciences,Communication,11
Social Sciences,Social Sciences,Cultural Studies,5
Social Sciences,Social Sciences,Demography,16
Social Sciences,Social Sciences,Development,4
Social Sciences,Social Sciences,Education,111
Social Sciences,Social Sciences,Gender Studies,53
Social Sciences,Social Sciences,General Social Sciences,4
Social Sciences,Social Sciences,"Geography, Planning and Development",2
Social Sciences,Social Sciences,Health,22
Social Sciences,Social Sciences,Law,29
Social Sciences,Social Sciences,Library and Information Sciences,1
Social Sciences,Social Sciences,Life-span and Life-course Studies,1
Social Sciences,Social Sciences,Linguistics and Language,6
Social Sciences,Social Sciences,Political Science and International Relations,92
Social Sciences,Social Sciences,Public Administration,2
Social Sciences,Social Sciences,Safety Research,51
Social Sciences,Social Sciences,Sociology and Political Science,164
Social Sciences,Social Sciences,Transportation,4
Social Sciences,Social Sciences,Urban Studies,8
