Domain,Group,Field,numpub
Physical Sciences,Mathematics,Statistics and Probability,502
Physical Sciences,Mathematics,Theoretical Computer Science,19
Physical Sciences,Physics and Astronomy,Acoustics and Ultrasonics,36
Physical Sciences,Physics and Astronomy,Astronomy and Astrophysics,5175
Physical Sciences,Physics and Astronomy,"Atomic and Molecular Physics, and Optics",2306
Physical Sciences,Physics and Astronomy,Condensed Matter Physics,519
Physical Sciences,Physics and Astronomy,Instrumentation,189
Physical Sciences,Physics and Astronomy,Nuclear and High Energy Physics,3199
Physical Sciences,Physics and Astronomy,Radiation,124
Physical Sciences,Physics and Astronomy,Statistical and Nonlinear Physics,567
Social Sciences,Arts and Humanities,Archeology,116
Social Sciences,Arts and Humanities,Classics,104
Social Sciences,Arts and Humanities,Conservation,15
Social Sciences,Arts and Humanities,History,340
Social Sciences,Arts and Humanities,History and Philosophy of Science,300
Social Sciences,Arts and Humanities,Language and Linguistics,134
Social Sciences,Arts and Humanities,Literature and Literary Theory,228
Social Sciences,Arts and Humanities,Museology,26
Social Sciences,Arts and Humanities,Music,53
Social Sciences,Arts and Humanities,Philosophy,461
Social Sciences,Arts and Humanities,Religious studies,80
Social Sciences,Arts and Humanities,Visual Arts and Performing Arts,83
Social Sciences,"Business, Management and Accounting",Accounting,177
Social Sciences,"Business, Management and Accounting",Management Information Systems,83
Social Sciences,"Business, Management and Accounting",Management of Technology and Innovation,31
Social Sciences,"Business, Management and Accounting",Marketing,160
Social Sciences,"Business, Management and Accounting",Organizational Behavior and Human Resource Management,39
Social Sciences,"Business, Management and Accounting",Strategy and Management,220
Social Sciences,"Business, Management and Accounting","Tourism, Leisure and Hospitality Management",11
Social Sciences,Decision Sciences,General Decision Sciences,149
Social Sciences,Decision Sciences,Information Systems and Management,180
Social Sciences,Decision Sciences,Management Science and Operations Research,597
Social Sciences,Decision Sciences,"Statistics, Probability and Uncertainty",144
Social Sciences,"Economics, Econometrics and Finance",Economics and Econometrics,1438
Social Sciences,"Economics, Econometrics and Finance",Finance,575
Social Sciences,"Economics, Econometrics and Finance","General Economics, Econometrics and Finance",293
Social Sciences,Psychology,Applied Psychology,58
Social Sciences,Psychology,Clinical Psychology,230
Social Sciences,Psychology,Developmental and Educational Psychology,261
Social Sciences,Psychology,Experimental and Cognitive Psychology,428
Social Sciences,Psychology,General Psychology,25
Social Sciences,Psychology,Social Psychology,444
Social Sciences,Social Sciences,Anthropology,354
Social Sciences,Social Sciences,Communication,121
Social Sciences,Social Sciences,Cultural Studies,146
Social Sciences,Social Sciences,Demography,217
Social Sciences,Social Sciences,Development,94
Social Sciences,Social Sciences,Education,339
Social Sciences,Social Sciences,Gender Studies,303
Social Sciences,Social Sciences,General Social Sciences,91
Social Sciences,Social Sciences,"Geography, Planning and Development",52
Social Sciences,Social Sciences,Health,182
Social Sciences,Social Sciences,Law,159
Social Sciences,Social Sciences,Linguistics and Language,33
Social Sciences,Social Sciences,Political Science and International Relations,2385
Social Sciences,Social Sciences,Public Administration,64
Social Sciences,Social Sciences,Safety Research,259
Social Sciences,Social Sciences,Sociology and Political Science,2635
Social Sciences,Social Sciences,Transportation,59
Social Sciences,Social Sciences,Urban Studies,53
