Domain,Group,Field,numpub
Physical Sciences,Earth and Planetary Sciences,Geology,25
Physical Sciences,Earth and Planetary Sciences,Geophysics,50
Physical Sciences,Earth and Planetary Sciences,Oceanography,209
Physical Sciences,Earth and Planetary Sciences,Paleontology,27
Physical Sciences,Earth and Planetary Sciences,Space and Planetary Science,11
Physical Sciences,Energy,Energy Engineering and Power Technology,2
Physical Sciences,Energy,Fuel Technology,1
Physical Sciences,Energy,General Energy,2
Physical Sciences,Energy,"Renewable Energy, Sustainability and the Environment",188
Physical Sciences,Engineering,Aerospace Engineering,381
Physical Sciences,Engineering,Architecture,57
Physical Sciences,Engineering,Automotive Engineering,141
Physical Sciences,Engineering,Biomedical Engineering,1253
Physical Sciences,Engineering,Building and Construction,144
Physical Sciences,Engineering,Civil and Structural Engineering,230
Physical Sciences,Engineering,Computational Mechanics,223
Physical Sciences,Engineering,Control and Systems Engineering,420
Physical Sciences,Engineering,Electrical and Electronic Engineering,1270
Physical Sciences,Engineering,Industrial and Manufacturing Engineering,128
Physical Sciences,Engineering,Mechanical Engineering,484
Physical Sciences,Engineering,Mechanics of Materials,155
Physical Sciences,Engineering,Media Technology,196
Physical Sciences,Engineering,Ocean Engineering,140
Physical Sciences,Engineering,"Safety, Risk, Reliability and Quality",81
Physical Sciences,Environmental Science,Ecological Modeling,28
Physical Sciences,Environmental Science,Ecology,388
Physical Sciences,Environmental Science,Environmental Chemistry,119
Physical Sciences,Environmental Science,Environmental Engineering,223
Physical Sciences,Environmental Science,Global and Planetary Change,517
Physical Sciences,Environmental Science,"Health, Toxicology and Mutagenesis",212
Physical Sciences,Environmental Science,Industrial and Manufacturing Engineering,69
Physical Sciences,Environmental Science,"Management, Monitoring, Policy and Law",101
Physical Sciences,Environmental Science,Nature and Landscape Conservation,105
Physical Sciences,Environmental Science,Pollution,80
Physical Sciences,Environmental Science,Water Science and Technology,194
Physical Sciences,Materials Science,Biomaterials,188
Physical Sciences,Materials Science,Ceramics and Composites,59
Physical Sciences,Materials Science,"Electronic, Optical and Magnetic Materials",142
Physical Sciences,Materials Science,General Materials Science,11
Physical Sciences,Materials Science,Materials Chemistry,999
Physical Sciences,Materials Science,Metals and Alloys,65
Physical Sciences,Materials Science,Polymers and Plastics,54
Physical Sciences,Materials Science,"Surfaces, Coatings and Films",53
Physical Sciences,Mathematics,Algebra and Number Theory,98
Physical Sciences,Mathematics,Applied Mathematics,92
Physical Sciences,Mathematics,Computational Mathematics,47
Physical Sciences,Mathematics,Discrete Mathematics and Combinatorics,42
Physical Sciences,Mathematics,Geometry and Topology,329
Physical Sciences,Mathematics,Mathematical Physics,127
Physical Sciences,Mathematics,Modeling and Simulation,162
Physical Sciences,Mathematics,Numerical Analysis,7
Physical Sciences,Mathematics,Statistics and Probability,304
Physical Sciences,Mathematics,Theoretical Computer Science,12
Physical Sciences,Physics and Astronomy,Astronomy and Astrophysics,1978
Physical Sciences,Physics and Astronomy,"Atomic and Molecular Physics, and Optics",612
Physical Sciences,Physics and Astronomy,Condensed Matter Physics,121
Physical Sciences,Physics and Astronomy,Instrumentation,81
Physical Sciences,Physics and Astronomy,Nuclear and High Energy Physics,522
Physical Sciences,Physics and Astronomy,Radiation,115
Physical Sciences,Physics and Astronomy,Statistical and Nonlinear Physics,157
Social Sciences,Arts and Humanities,Archeology,55
Social Sciences,Arts and Humanities,Classics,64
Social Sciences,Arts and Humanities,Conservation,24
Social Sciences,Arts and Humanities,General Arts and Humanities,2
Social Sciences,Arts and Humanities,History,217
Social Sciences,Arts and Humanities,History and Philosophy of Science,169
Social Sciences,Arts and Humanities,Language and Linguistics,89
Social Sciences,Arts and Humanities,Literature and Literary Theory,251
Social Sciences,Arts and Humanities,Museology,29
Social Sciences,Arts and Humanities,Music,65
Social Sciences,Arts and Humanities,Philosophy,264
Social Sciences,Arts and Humanities,Religious studies,101
Social Sciences,Arts and Humanities,Visual Arts and Performing Arts,72
Social Sciences,"Business, Management and Accounting",Accounting,459
Social Sciences,"Business, Management and Accounting",Business and International Management,27
Social Sciences,"Business, Management and Accounting",Management Information Systems,267
Social Sciences,"Business, Management and Accounting",Management of Technology and Innovation,123
Social Sciences,"Business, Management and Accounting",Marketing,202
Social Sciences,"Business, Management and Accounting",Organizational Behavior and Human Resource Management,182
Social Sciences,"Business, Management and Accounting",Strategy and Management,461
Social Sciences,"Business, Management and Accounting","Tourism, Leisure and Hospitality Management",26
Social Sciences,Decision Sciences,General Decision Sciences,45
Social Sciences,Decision Sciences,Information Systems and Management,380
Social Sciences,Decision Sciences,Management Science and Operations Research,464
Social Sciences,Decision Sciences,"Statistics, Probability and Uncertainty",161
Social Sciences,"Economics, Econometrics and Finance",Economics and Econometrics,1174
Social Sciences,"Economics, Econometrics and Finance",Finance,424
Social Sciences,"Economics, Econometrics and Finance","General Economics, Econometrics and Finance",198
Social Sciences,Psychology,Applied Psychology,170
Social Sciences,Psychology,Clinical Psychology,813
Social Sciences,Psychology,Developmental and Educational Psychology,392
Social Sciences,Psychology,Experimental and Cognitive Psychology,608
Social Sciences,Psychology,General Psychology,11
Social Sciences,Psychology,Neuropsychology and Physiological Psychology,18
Social Sciences,Psychology,Social Psychology,915
Social Sciences,Social Sciences,Anthropology,247
Social Sciences,Social Sciences,Archeology,6
Social Sciences,Social Sciences,Communication,152
Social Sciences,Social Sciences,Cultural Studies,88
Social Sciences,Social Sciences,Demography,163
Social Sciences,Social Sciences,Development,32
Social Sciences,Social Sciences,Education,1431
Social Sciences,Social Sciences,Gender Studies,427
Social Sciences,Social Sciences,General Social Sciences,26
Social Sciences,Social Sciences,"Geography, Planning and Development",53
Social Sciences,Social Sciences,Health,337
Social Sciences,Social Sciences,Human Factors and Ergonomics,2
Social Sciences,Social Sciences,Law,319
Social Sciences,Social Sciences,Library and Information Sciences,12
Social Sciences,Social Sciences,Life-span and Life-course Studies,2
Social Sciences,Social Sciences,Linguistics and Language,38
Social Sciences,Social Sciences,Political Science and International Relations,1140
Social Sciences,Social Sciences,Public Administration,24
Social Sciences,Social Sciences,Safety Research,377
Social Sciences,Social Sciences,Sociology and Political Science,1886
Social Sciences,Social Sciences,Transportation,93
Social Sciences,Social Sciences,Urban Studies,58
